Tweet Text,DateTime (GMT/UTC),Date (GMT/UTC),Time (GMT/UTC),Day of Week (GMT/UTC),Account DateTime,Account Date,Account Time,Account Day of Week,Geo Location,Retweet Count,Favorite Count,Platform,Status URL
Sorry about that - try now @rachelmnaggar!,02/12/2013 15:54:52,02/12/2013,15:54:52,Monday,02/12/2013 15:54:52,02/12/2013,15:54:52,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/407538364104343553
"Thanks for sharing all of your ""Melted Masterpieces"" @theartofchan!",02/12/2013 14:29:53,02/12/2013,14:29:53,Monday,02/12/2013 14:29:53,02/12/2013,14:29:53,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/407516977977368576
@frustr8dcrafter Responded :),02/12/2013 14:29:07,02/12/2013,14:29:07,Monday,02/12/2013 14:29:07,02/12/2013,14:29:07,Monday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/407516786519588864
"It's currently not a color @foxtrot9o9! We sometimes hold crayon naming contests, so enter the name during the next one.",02/12/2013 14:08:58,02/12/2013,14:08:58,Monday,02/12/2013 14:08:58,02/12/2013,14:08:58,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/407511712246792192
Visit the product page on our site to buy from http://t.co/vYMuQ1OInX or @Amazon today @3dwardsanch3z! http://t.co/Ij20WWU8BT,02/12/2013 13:57:13,02/12/2013,13:57:13,Monday,02/12/2013 13:57:13,02/12/2013,13:57:13,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/407508756239749120
"Sry it didn't work for you @rachelmnaggar! Did you return it already? If not, pls send a DM and we'll try to help!",02/12/2013 13:54:06,02/12/2013,13:54:06,Monday,02/12/2013 13:54:06,02/12/2013,13:54:06,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/407507972085256192
"Please contact our donation partner, @Good360 @jonpaulklein! They may be able to help.  Good Luck! :)",02/12/2013 13:47:13,02/12/2013,13:47:13,Monday,02/12/2013 13:47:13,02/12/2013,13:47:13,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/407506239929982976
Please send us a DM so we can connect you w/ our Crayola Rep in your area @frustr8dcrafter!,02/12/2013 13:39:18,02/12/2013,13:39:18,Monday,02/12/2013 13:39:18,02/12/2013,13:39:18,Monday,,0,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/407504246679289856
What sharpener are you using @pandaj16? We've found that a hand-held works best!,02/12/2013 13:35:33,02/12/2013,13:35:33,Monday,02/12/2013 13:35:33,02/12/2013,13:35:33,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/407503305036673026
@neondreams DM us w/ the ones that were broken/ missing &amp; your mailing address &amp; we'll send you brand new ones!,30/11/2013 12:46:48,30/11/2013,12:46:48,Saturday,30/11/2013 12:46:48,30/11/2013,12:46:48,Saturday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/406766261469982720
We can't choose one favorite color @oneillch! We love them all!,29/11/2013 21:11:48,29/11/2013,21:11:48,Friday,29/11/2013 21:11:48,29/11/2013,21:11:48,Friday,,2,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/406530961439215616
Replacement packs will be in stores next week @queenof5guys!,29/11/2013 20:58:20,29/11/2013,20:58:20,Friday,29/11/2013 20:58:20,29/11/2013,20:58:20,Friday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/406527571472695296
Happy belated birthday to your son @debbie23r! #CrayolaKid #Creativity,29/11/2013 19:24:30,29/11/2013,19:24:30,Friday,29/11/2013 19:24:30,29/11/2013,19:24:30,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/406503956110905344
Thanks for sharing @dairyfuelsmeup! We can't take your grandma's crayon box but appreciate the offer :),29/11/2013 13:21:42,29/11/2013,13:21:42,Friday,29/11/2013 13:21:42,29/11/2013,13:21:42,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/406412656481173504
"@sk_kazazovic Imamo predstavnika u cijelom svijetu, tako da pošaljete direktnu poruku i da ih može direktno kontaktirati.",27/11/2013 20:30:32,27/11/2013,20:30:32,Wednesday,27/11/2013 20:30:32,27/11/2013,20:30:32,Wednesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/405795798383738880
@sk_kazazovic Da! Molimo pošaljite direktan poruku tako da možete staviti u kontaktu sa našim timom u Europi.,27/11/2013 20:17:55,27/11/2013,20:17:55,Wednesday,27/11/2013 20:17:55,27/11/2013,20:17:55,Wednesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/405792622821646336
Thanks for allowing us to send a correctly dressed crayon @jamielizabeth1 :),27/11/2013 17:35:26,27/11/2013,17:35:26,Wednesday,27/11/2013 17:35:26,27/11/2013,17:35:26,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405751734490124288
"@spinpizza Crayola is pronounced Cray-oh-la, with a long-a. To learn more about the pronunciation of crayon, visit http://t.co/HdEN9ZGVIW",27/11/2013 16:24:36,27/11/2013,16:24:36,Wednesday,27/11/2013 16:24:36,27/11/2013,16:24:36,Wednesday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/405733905938272256
@mandarocks Wahoo! Glad it arrived safe and sound. Happy coloring!! #mandarocks,27/11/2013 13:22:34,27/11/2013,13:22:34,Wednesday,27/11/2013 13:22:34,27/11/2013,13:22:34,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405688097792593920
"@astoldbygingerh Sorry to see this, Becca! What color crayon is this? Please send us a DM - we'd like to send you a new one.",27/11/2013 13:20:43,27/11/2013,13:20:43,Wednesday,27/11/2013 13:20:43,27/11/2013,13:20:43,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405687633567031296
@chastrod How else could you make secret snow? http://t.co/To9imd5Y7G,27/11/2013 13:15:49,27/11/2013,13:15:49,Wednesday,27/11/2013 13:15:49,27/11/2013,13:15:49,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405686399145635840
Only two more days until #Thanksgiving! What creative tradition will be on your table? http://t.co/6a7Qfxf2Ox #ColorfulThanks,26/11/2013 20:46:41,26/11/2013,20:46:41,Tuesday,26/11/2013 20:46:41,26/11/2013,20:46:41,Tuesday,,1,3,Twitter Web Client,http://www.twitter.com/Crayola/status/405437474375090177
"@sarahsavitski Oh no! We can't have that! Here's a ""tip"" - send us a DM with the product code # &amp; store purchased - we'll make this right.",26/11/2013 19:51:33,26/11/2013,19:51:33,Tuesday,26/11/2013 19:51:33,26/11/2013,19:51:33,Tuesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/405423599290310656
"@Queenof5guys Sry @BethanyHyder, but we don't have a Crayola blog!",26/11/2013 18:32:00,26/11/2013,18:32:00,Tuesday,26/11/2013 18:32:00,26/11/2013,18:32:00,Tuesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/405403582087712768
"Since we're privately held, we keep info like that private @bethanyhyder. Thnx for thinking of us &amp; sorry we can't help further!",26/11/2013 18:28:02,26/11/2013,18:28:02,Tuesday,26/11/2013 18:28:02,26/11/2013,18:28:02,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405402584963637248
It's a pretty mauvelous gift @jwyuwen :) #HolidayGift2013 #Wishlist,26/11/2013 15:59:37,26/11/2013,15:59:37,Tuesday,26/11/2013 15:59:37,26/11/2013,15:59:37,Tuesday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405365232518062080
How else could you make secret snow @thisisnickabell? http://t.co/To9imd5Y7G,26/11/2013 13:27:34,26/11/2013,13:27:34,Tuesday,26/11/2013 13:27:34,26/11/2013,13:27:34,Tuesday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405326969728151552
We're tickled pink by your mauvelous poem @100percentleen :),26/11/2013 13:12:28,26/11/2013,13:12:28,Tuesday,26/11/2013 13:12:28,26/11/2013,13:12:28,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405323169143459840
"@mariedavis1982 Thanks! Your request has been sent to our friends in the UK. If there's an opportunity to review, they'll be in touch!",25/11/2013 16:07:42,25/11/2013,16:07:42,Monday,25/11/2013 16:07:42,25/11/2013,16:07:42,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/405004879292530688
@toiltrouble Artwork on these colorful crayon boxes helps get creativity flowing &amp; is meant for everyone to enjoy!,25/11/2013 15:37:24,25/11/2013,15:37:24,Monday,25/11/2013 15:37:24,25/11/2013,15:37:24,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/404997252307226624
"This T-Giving, get inspired! Check out great crafting ideas at http://t.co/QthyKy1efC and post your creative moments to #ColorfulThanks",25/11/2013 14:54:27,25/11/2013,14:54:27,Monday,25/11/2013 14:54:27,25/11/2013,14:54:27,Monday,,3,1,Twitter Web Client,http://www.twitter.com/Crayola/status/404986446622097408
@toiltrouble We appreciate your feedback; these crayons were never meant to offend. Your comments will be shared with our Product Managers.,25/11/2013 13:48:47,25/11/2013,13:48:47,Monday,25/11/2013 13:48:47,25/11/2013,13:48:47,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/404969918057414656
@mariedavis1982 We appreciate the invitation to introduce Crayola products to your readers. Please DM us with your blog &amp; contact info.,25/11/2013 13:45:14,25/11/2013,13:45:14,Monday,25/11/2013 13:45:14,25/11/2013,13:45:14,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/404969027598319616
"@carolynlewon We &lt;3 them all, Carolyn! What's your favorite color?",25/11/2013 13:30:39,25/11/2013,13:30:39,Monday,25/11/2013 13:30:39,25/11/2013,13:30:39,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/404965357951410176
"@abbyrss No worries - we'll still inform our product managers of this issue. In the meantime, check out our 50-count! http://t.co/clHQIU89Nu",25/11/2013 13:24:36,25/11/2013,13:24:36,Monday,25/11/2013 13:24:36,25/11/2013,13:24:36,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/404963833309331458
"Sorry to hear that @moyramiranda! We'd like to help, so please send a DM w/ more info and ur mailing address!",22/11/2013 19:46:03,22/11/2013,19:46:03,Friday,22/11/2013 19:46:03,22/11/2013,19:46:03,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403972665607979008
"@chaoswowalls This licensed product is made by Grow'n Up Ltd, so pls contact them for info! service@grow-n-up.com / 888-468-9898",22/11/2013 13:37:07,22/11/2013,13:37:07,Friday,22/11/2013 13:37:07,22/11/2013,13:37:07,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403879819378974721
You're welcome @laurannepearce! Enjoy :),22/11/2013 13:34:04,22/11/2013,13:34:04,Friday,22/11/2013 13:34:04,22/11/2013,13:34:04,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403879053817823232
@thejojojoie -the lay down color depends on the coloring surface &amp; how hard the marker is pushed down.,22/11/2013 13:33:19,22/11/2013,13:33:19,Friday,22/11/2013 13:33:19,22/11/2013,13:33:19,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403878862528204800
That's not good @abbyrss! Send a DM &amp; we'll send a sharpened purple pencil :),22/11/2013 13:23:42,22/11/2013,13:23:42,Friday,22/11/2013 13:23:42,22/11/2013,13:23:42,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403876442775490561
We've reformulated the markers &amp; would like to send new ones @queenof5guysjl. Please send a DM w/ your address!,22/11/2013 13:22:08,22/11/2013,13:22:08,Friday,22/11/2013 13:22:08,22/11/2013,13:22:08,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403876049710501888
"We don't suggest this at all, so please don't associate the Crayola name w/ your suggested use @kinnyco.",21/11/2013 20:06:11,21/11/2013,20:06:11,Thursday,21/11/2013 20:06:11,21/11/2013,20:06:11,Thursday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/403615342561615872
"We don't suggest this, since crayons weren't created for burning &amp; may cause harm @kinnyco!",21/11/2013 20:04:21,21/11/2013,20:04:21,Thursday,21/11/2013 20:04:21,21/11/2013,20:04:21,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403614882006048768
Yay @sienamlulla! Our products promote healthy teeth &amp; healthy imaginations :) #KeepBrushing,21/11/2013 15:34:21,21/11/2013,15:34:21,Thursday,21/11/2013 15:34:21,21/11/2013,15:34:21,Thursday,,0,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/403546934990102528
We're not currently taking ideas outside the company @jrgoeshard87 since our internal teams constantly update/refresh products.,21/11/2013 15:14:54,21/11/2013,15:14:54,Thursday,21/11/2013 15:14:54,21/11/2013,15:14:54,Thursday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403542040300253185
Love this photo of @VisitCrayola @courtyardinbeth! Thanks for sharing.,21/11/2013 15:11:56,21/11/2013,15:11:56,Thursday,21/11/2013 15:11:56,21/11/2013,15:11:56,Thursday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403541295031123968
On our markers @thejojojoie? Can you send a DM w/ the style #?,21/11/2013 14:50:45,21/11/2013,14:50:45,Thursday,21/11/2013 14:50:45,21/11/2013,14:50:45,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403535963722616832
"Try our stain tip - http://t.co/3MXgdPwtNa, @misskinsman . If it doesn't work, call 1-800-Crayola so we can help further :)",21/11/2013 14:30:02,21/11/2013,14:30:02,Thursday,21/11/2013 14:30:02,21/11/2013,14:30:02,Thursday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/403530750248898560
@laurannepearce Pls also include when you contacted them and any details you have from the contact.,20/11/2013 19:30:53,20/11/2013,19:30:53,Wednesday,20/11/2013 19:30:53,20/11/2013,19:30:53,Wednesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/403244074716495872
"@laurannepearce It seems like you're trying to contact one our international offices, so try a DM now &amp; we'll try to help.",20/11/2013 19:28:26,20/11/2013,19:28:26,Wednesday,20/11/2013 19:28:26,20/11/2013,19:28:26,Wednesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/403243457117827072
"We can't find any record of you contacting us, but would love to help @laurannepearce! Please send us a DM w/ more info.",20/11/2013 18:58:07,20/11/2013,18:58:07,Wednesday,20/11/2013 18:58:07,20/11/2013,18:58:07,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/403235828740403200
"We don't make a 100 count pack of colored pencils, but do make a 50 ct long pack and 64 ct short pack @gutterflowerrxo!",20/11/2013 13:20:31,20/11/2013,13:20:31,Wednesday,20/11/2013 13:20:31,20/11/2013,13:20:31,Wednesday,,0,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/403150867052113920
"@thejojojoie That makes us sad, Jojo. What seems to be the problem?",19/11/2013 13:32:51,19/11/2013,13:32:51,Tuesday,19/11/2013 13:32:51,19/11/2013,13:32:51,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/402791580790427648
We sent to you as a special thank you for buying the 110th Anniversary 8 pack on FB this summer @brittanna! Enjoy :),18/11/2013 14:15:44,18/11/2013,14:15:44,Monday,18/11/2013 14:15:44,18/11/2013,14:15:44,Monday,,2,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/402439987364651008
"Thanks - we'll share it w/ our PR Team. If they're interested, they'll contact you @amandabozeman!",18/11/2013 13:17:05,18/11/2013,13:17:05,Monday,18/11/2013 13:17:05,18/11/2013,13:17:05,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/402425229064306688
"So sorry about that @dwightonline! We can help, so please DM us w/ more info.",15/11/2013 20:34:56,15/11/2013,20:34:56,Friday,15/11/2013 20:34:56,15/11/2013,20:34:56,Friday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/401448253570703361
Our employees &amp; consumers name them @missolsen58! Here's more info on our naming process: http://t.co/vwxkTklV9R,15/11/2013 19:27:16,15/11/2013,19:27:16,Friday,15/11/2013 19:27:16,15/11/2013,19:27:16,Friday,,3,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/401431221190008832
"@MrsHurckesHP @MissOlsen58 Crayola has 120 different crayon colors! To view them all, visit http://t.co/TXgImNDW0w",15/11/2013 16:50:13,15/11/2013,16:50:13,Friday,15/11/2013 16:50:13,15/11/2013,16:50:13,Friday,,1,0,Twitter Web Client,http://www.twitter.com/Crayola/status/401391701291331584
@That_Ilia How about our Tropical Broadline Markers? http://t.co/wHjCq5ZdNe They can be purchased at @officedepot and @amazon,15/11/2013 15:32:29,15/11/2013,15:32:29,Friday,15/11/2013 15:32:29,15/11/2013,15:32:29,Friday,,0,0,Hootsuite,http://www.twitter.com/Crayola/status/401372139749933056
@That_Ilia Sorry to hear this! What colors were you looking for? We can point you in the right direction :D,15/11/2013 15:08:14,15/11/2013,15:08:14,Friday,15/11/2013 15:08:14,15/11/2013,15:08:14,Friday,,0,0,Hootsuite,http://www.twitter.com/Crayola/status/401366033732489216
@That_Ilia Are you missing colors?,15/11/2013 15:06:21,15/11/2013,15:06:21,Friday,15/11/2013 15:06:21,15/11/2013,15:06:21,Friday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/401365562481074177
"@GoLouCab For future color naming opportunities, register for our newsletter! http://t.co/e1EjGaX7aX",15/11/2013 13:28:44,15/11/2013,13:28:44,Friday,15/11/2013 13:28:44,15/11/2013,13:28:44,Friday,,0,0,Hootsuite,http://www.twitter.com/Crayola/status/401340995801210880
@AmandaBozeman We appreciate the invitation to introduce Crayola products to your readers. Please DM us your contact info.,15/11/2013 13:27:18,15/11/2013,13:27:18,Friday,15/11/2013 13:27:18,15/11/2013,13:27:18,Friday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/401340634805448704
"@AlexHanon Thanks for the suggestion, Alex! We'll pass along your comments with similar ones received to our Product Managers.",15/11/2013 13:23:51,15/11/2013,13:23:51,Friday,15/11/2013 13:23:51,15/11/2013,13:23:51,Friday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/401339765082972160
@MissOlsen58 @MrsHurckesHP  Here's a video on The Life of an American crayon - http://t.co/wCUXuVcaId  #kidwonders,14/11/2013 20:25:36,14/11/2013,20:25:36,Thursday,14/11/2013 20:25:36,14/11/2013,20:25:36,Thursday,,0,1,Hootsuite,http://www.twitter.com/Crayola/status/401083514999017472
@zrmyers Orange-red is mainly orange w/ hints of red &amp; orange-red is mainly red w/ hints of orange :),14/11/2013 18:42:50,14/11/2013,18:42:50,Thursday,14/11/2013 18:42:50,14/11/2013,18:42:50,Thursday,,1,1,Twitter Web Client,http://www.twitter.com/Crayola/status/401057652559454208
You won't look like a weirdo @ms_kristin! Our products are for people of all ages :),14/11/2013 14:04:06,14/11/2013,14:04:06,Thursday,14/11/2013 14:04:06,14/11/2013,14:04:06,Thursday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/400987509192409088
Sounds like you're thinking outside the... tub @beckibrunnquell? Good luck :),14/11/2013 13:23:09,14/11/2013,13:23:09,Thursday,14/11/2013 13:23:09,14/11/2013,13:23:09,Thursday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/400977202483068928
"He saw our Dry Erase Light Up Board commercial @readallaboutsam! For more info, visit http://t.co/6x8fecP4qL",14/11/2013 13:16:36,14/11/2013,13:16:36,Thursday,14/11/2013 13:16:36,14/11/2013,13:16:36,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/400975556071927808
@JamiElizabeth1 Double check your box to see if it's missing - we'll be happy to send you a new one! Send us your mailing address in a DM.,13/11/2013 21:13:52,13/11/2013,21:13:52,Wednesday,13/11/2013 21:13:52,13/11/2013,21:13:52,Wednesday,,1,0,Hootsuite,http://www.twitter.com/Crayola/status/400733273628090368
"@jamielizabeth1 Thanks, Jamie! Peeking in a box of 24 ct we have here, this crayon-gone-commando looks like Apricot. Yes?",13/11/2013 20:43:17,13/11/2013,20:43:17,Wednesday,13/11/2013 20:43:17,13/11/2013,20:43:17,Wednesday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/400725575641624576
No one likes a naked crayon @jamielizabeth1! Send the product # (starts w/ 52 on the back of the pk) &amp; a photo.,13/11/2013 20:04:36,13/11/2013,20:04:36,Wednesday,13/11/2013 20:04:36,13/11/2013,20:04:36,Wednesday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/400715840750104576
"@skaggsart Thanks for helping raise creatively-alive kids in your classroom! Asking ""what if?"" questions keep them curious.",13/11/2013 17:59:22,13/11/2013,17:59:22,Wednesday,13/11/2013 17:59:22,13/11/2013,17:59:22,Wednesday,,0,0,Hootsuite,http://www.twitter.com/Crayola/status/400684328151449600
Congrats @schofield2007! We're proud to collaborate with @NAESP on the Champion Creatively Alive Children Grant program.,13/11/2013 16:07:43,13/11/2013,16:07:43,Wednesday,13/11/2013 16:07:43,13/11/2013,16:07:43,Wednesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/400656227031474176
"@mattismills Thanks for sharing, Matty! To learn more about Crayola's ColorCycle initiative, visit http://t.co/WYm5NZXUix",13/11/2013 13:30:54,13/11/2013,13:30:54,Wednesday,13/11/2013 13:30:54,13/11/2013,13:30:54,Wednesday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/400616764675203072
#Crayons and #cake are the perfect combination for a wonderful girls' night in @blazinhorse :),12/11/2013 13:27:57,12/11/2013,13:27:57,Tuesday,12/11/2013 13:27:57,12/11/2013,13:27:57,Tuesday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/400253634258423808
We're tickled pink that you enjoy our Create2Destroy &amp; Melt 'N Mold products @galiberti! #HolidayGiftGuide13,12/11/2013 13:18:14,12/11/2013,13:18:14,Tuesday,12/11/2013 13:18:14,12/11/2013,13:18:14,Tuesday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/400251188706562049
"@pfromong While part of the Purple Hue Family, our lavender crayon has pinkish qualities - http://t.co/FTxnvrstDD",11/11/2013 20:04:05,11/11/2013,20:04:05,Monday,11/11/2013 20:04:05,11/11/2013,20:04:05,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/399990935389736960
@jumpgym We may be partial - but we love them all!,11/11/2013 14:24:56,11/11/2013,14:24:56,Monday,11/11/2013 14:24:56,11/11/2013,14:24:56,Monday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/399905588639182848
@maya_mitt Thanks for letting us know about the broken tip - that just won't do. What color crayon is this? We'd like to send you a new one.,11/11/2013 14:23:31,11/11/2013,14:23:31,Monday,11/11/2013 14:23:31,11/11/2013,14:23:31,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/399905231137685504
"@michylovesdance We have Metallic Colored Pencils - http://t.co/rtGIB2Gm3J Find them at your local @WalMart, @MichaelsStores &amp; @Target",11/11/2013 14:12:56,11/11/2013,14:12:56,Monday,11/11/2013 14:12:56,11/11/2013,14:12:56,Monday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/399902565825261568
"@lignedechance If your local school is not participating, encourage them to do so by visiting http://t.co/05mw4KCZe8 !",11/11/2013 13:47:55,11/11/2013,13:47:55,Monday,11/11/2013 13:47:55,11/11/2013,13:47:55,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/399896273572352000
"@lignedechance Please feel free to contact your local school - if they're already participating, drop off your markers there.",11/11/2013 13:47:30,11/11/2013,13:47:30,Monday,11/11/2013 13:47:30,11/11/2013,13:47:30,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/399896167179616256
"@maya_mitt Hi Maya, Please confirm our follow so we can see what the issue is - we'd like to help.",11/11/2013 13:45:11,11/11/2013,13:45:11,Monday,11/11/2013 13:45:11,11/11/2013,13:45:11,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/399895585735860224
"They're available at NASCO, Dick Blick &amp; most Office Depot stores @ebethaburton. Enjoy!",08/11/2013 13:40:27,08/11/2013,13:40:27,Friday,08/11/2013 13:40:27,08/11/2013,13:40:27,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/398807228104589313
We definitely agree @eslcarissa :) Enjoy!,08/11/2013 13:20:55,08/11/2013,13:20:55,Friday,08/11/2013 13:20:55,08/11/2013,13:20:55,Friday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/398802314116743168
Try now @audreyleahbern!,08/11/2013 13:19:49,08/11/2013,13:19:49,Friday,08/11/2013 13:19:49,08/11/2013,13:19:49,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/398802035971485696
@landonsmum You can try now if you'd still like our help!,07/11/2013 20:58:53,07/11/2013,20:58:53,Thursday,07/11/2013 20:58:53,07/11/2013,20:58:53,Thursday,,1,0,Twitter Web Client,http://www.twitter.com/Crayola/status/398555175612194816
"We can help, so please send us a DM w/ your mailing address @landonsmum!",07/11/2013 20:49:40,07/11/2013,20:49:40,Thursday,07/11/2013 20:49:40,07/11/2013,20:49:40,Thursday,,1,0,Twitter Web Client,http://www.twitter.com/Crayola/status/398552857143541761
Our old &amp; new Marker Makers don't include bulbs @landonsmum! We suggest using a clear 60-watt candelabra bulb w/ a small base.,07/11/2013 20:41:11,07/11/2013,20:41:11,Thursday,07/11/2013 20:41:11,07/11/2013,20:41:11,Thursday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/398550723128209408
"Our goal is to help our consumers as quickly as possible so they can get back to creating, inspiring &amp; playing @ericavoll!",07/11/2013 20:20:21,07/11/2013,20:20:21,Thursday,07/11/2013 20:20:21,07/11/2013,20:20:21,Thursday,,0,6,Twitter Web Client,http://www.twitter.com/Crayola/status/398545478192615424
"Whoa, that's not ok @AudreyLeahBern! Pls send a DM w/ the style # found on the packaging &amp; your full mailing address.",07/11/2013 19:59:43,07/11/2013,19:59:43,Thursday,07/11/2013 19:59:43,07/11/2013,19:59:43,Thursday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/398540285203865600
"If that doesn't work, send us a DM and we'll try to help further @julesblundell!",07/11/2013 19:45:38,07/11/2013,19:45:38,Thursday,07/11/2013 19:45:38,07/11/2013,19:45:38,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/398536743961780224
"Try pushing the marker in so you feel 2 bumps/clicks @julesblundell, not just 1. After the 2nd bump, turn the marker clockwise.",07/11/2013 19:43:39,07/11/2013,19:43:39,Thursday,07/11/2013 19:43:39,07/11/2013,19:43:39,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/398536243530964992
"@JulesBlundell If you're near the unit, we can try some real-time troubleshooting tips with you to see if it starts spraying.",07/11/2013 19:30:25,07/11/2013,19:30:25,Thursday,07/11/2013 19:30:25,07/11/2013,19:30:25,Thursday,,0,0,Hootsuite,http://www.twitter.com/Crayola/status/398532911529725952
@julesblundell Thanks for clarifying. Does the spray nozzle on your unit have an adjustable nozzle that twists?,07/11/2013 19:25:06,07/11/2013,19:25:06,Thursday,07/11/2013 19:25:06,07/11/2013,19:25:06,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/398531573689376769
"@julesblundell We'd like to help, Jules. What seems to be the issue? Losing air? Not spraying?",07/11/2013 14:15:12,07/11/2013,14:15:12,Thursday,07/11/2013 14:15:12,07/11/2013,14:15:12,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/398453587854233600
